id,artist,title,medium,year
17055,"clennell, luke","the beach at hastings, looking east",intaglio print on paper,1815
30817,"turner, joseph mallord william","the village of killin, with ben lawers beyond, from the falls of dochart","chalk, graphite and watercolour on paper",1801
15004,"turner, joseph mallord william",palestrina - composition,oil paint on canvas,1828
12813,"rossetti, dante gabriel",faust: margaret in the church,ink on paper,1848
96213,"ferrari, león",[no title],digital print on paper,2001
8803,"lim, kim",yellow ring,aquatint on paper,1971
48494,"turner, joseph mallord william","?lake, with mountains and castle. ?st prosper [turner]",graphite on paper,1828
34770,"turner, joseph mallord william","inscription by turner: notes on perspective, from john hamilton",pen and ink on paper,1809
63535,"turner, joseph mallord william",nemi: a gateway into the town,ink wash and watercolour on paper,1794
5447,"gonzález, julio",woman dressing,pastel on paper,1905
23379,"pocock, nicholas",sandown bay,graphite and watercolour on paper,
54962,"turner, joseph mallord william","vignette study for ‘the expulsion from paradise’, for milton’s ‘poetical works’",graphite and watercolour on paper,1834
79663,"mitchell, joan",avenue of poplars,lithograph on paper,1992
43561,"turner, joseph mallord william","view through arches, rome",graphite on paper,1819
37259,"turner, joseph mallord william",barden tower,graphite on paper,1816
40803,"turner, joseph mallord william","calton hill, and a woman carrying a basket",graphite on paper,1818
7311,"jones, george",[title not known],ink on paper,
54078,"turner, joseph mallord william","callander, main street",graphite on paper,1834
30484,"turner, joseph mallord william","looking down loch tay, from lawers village with rainclouds over the mountains",graphite on paper,1801
16357,"winner, gerd",new york wall,screenprint on paper,1978
6772,"house, gordon",a. ladder box,lithograph on paper,1970
39478,"turner, joseph mallord william","mortham tower, and the junction of the greta and the tees; with other sketches",graphite on paper,1831
105760,"beuys, joseph","a lecture by joseph beuys. kettle’s yard gallery, cambridge",print on paper,
38559,"turner, joseph mallord william","river running between hills, with town in distance: ?appleby",graphite on paper,1816
105696,"beuys, joseph",joseph beuys: galleria delta,print on paper,1980
7295,"jones, george",[title not known],ink on paper,
42962,"turner, joseph mallord william",part of a view of the bay of gaeta from formia,graphite on paper,1819
30065,"turner, joseph mallord william",roslin chapel seen from the south-west,graphite on paper,1801
23609,"stothard, thomas",studies of a group of female spectators. verso: similar figures,ink and watercolour on paper. verso: graphite on paper,
7232,"jones, allen",chair,acrylic paint on glass fibre and resin with perspex and leather,1969
11736,"phillips, esq tom",canto viii: [no title],lithograph on paper,1982
59996,"turner, joseph mallord william","church, and other buildings, in town",graphite on paper,1837
49173,"turner, joseph mallord william","distant mountains, including monte rosa",graphite on paper,1828
33848,"turner, joseph mallord william","a ship at anchor, ?the nore guardship",graphite on paper,1805
53296,"turner, joseph mallord william",abbotsford,graphite on paper,1831
63690,"girtin, thomas","the west gate, canterbury, with neighbouring buildings",graphite and watercolour on paper,1797
5157,"giacometti, alberto",walking woman,bronze,1932
26723,"davies, john",the redeemers,"2 fibreglass mannequins, clothes and shoes on steel base",1971
34888,"turner, joseph mallord william",inscription by turner: notes on sunlight; with three diagrams,pen and ink on paper,1809
55866,"turner, joseph mallord william","cochem, looking upstream",graphite on paper,1839
22641,"cozens, john robert","view from isola borromea, lago maggiore",watercolour and graphite on paper,1783
42937,"turner, joseph mallord william",part of a view of ?monti lepini and monte circeo,graphite on paper,1819
13480,"smirke, robert",[title not known],oil paint on wood,1818
8745,"lewitt, sol",[no title],etching on paper,1975
93089,"rennó, rosângela","pedro vasquez, fed 2, from the project the last photo","photograph, black and white, on paper, fed 2 type camera and wooden frames",2006
17323,"le brun, christopher, pra",[no title],relief print on paper,1986
5978,"hepworth, dame barbara",i,"graphite, watercolour, crayon and oil paint on paper",1947
95868,"celmins, vija",ocean surface wood engraving 2000,wood engraving on paper,2000
11037,"palmer, garrick",kennet lock,lithograph on paper,1977
23347,"pars, william",schaffhausen,"graphite, ink and watercolour on paper",1770
43429,"turner, joseph mallord william",distant view of naples and vesuvius from via posillipo,graphite on paper,1819
15835,"walker, john",x,lithograph on paper,1973
57295,"turner, joseph mallord william","(1) the danube near passau; (2) ?passau; (3) krampelstein castle, looking downstream",graphite on paper,1840
59457,"turner, joseph mallord william",venice: ?the interior of a wineshop,watercolour and bodycolour on paper,1833
63718,"girtin, thomas","the ruins of middleham castle, yorkshire",graphite and watercolour on paper,1797
7403,"jones, george",[title not known],ink and watercolour on paper,
105778,"beuys, joseph",joseph beuys: unsichtbare plastik 1971. galerie nächst st. stephan,print on paper,1979
54746,"turner, joseph mallord william",shipping,graphite on paper,1832
40699,"turner, joseph mallord william",bass rock; the coast of north berwick and dunbar,graphite on paper,1818
36904,"turner, joseph mallord william",lydford castle,graphite on paper,1814
54815,"turner, joseph mallord william","figure, with arms raised",chalk on paper,1832
38656,"turner, joseph mallord william","askrigg from the river ure, looking north",graphite on paper,1816
69742,"jones, george",[title not known],watercolour and graphite on paper,
18847,"turner, joseph mallord william","lillebonne, château and tower",intaglio print on paper,1834
59454,"turner, joseph mallord william",venice: the interior of a theatre,gouache and watercolour on paper,1840
41316,"turner, joseph mallord william",notes by turner from eustace’s ‘a classical tour through italy’,graphite on paper,1819
48084,"turner, joseph mallord william","river scene, with figures and boats",graphite on paper,1827
53859,"turner, joseph mallord william",the north-east of loch katrine with ben a’an,graphite on paper,1831
5007,"gaudier-brzeska, henri","garden ornament, cast of t00365",bronze,1914
69556,"jones, george",[title not known],ink on paper,
23844,"towne, francis",la chapérieux,ink and watercolour on paper,1781
9174,"de maistre, roy",marriage,oil paint on canvas,1936
41043,"turner, joseph mallord william",linlithgow,graphite on paper,1818
89762,"mangold, robert",red wall,oil paint on fibreboard,1965
6278,"highmore, joseph",academy study of a male nude,ink and watercolour on paper,
41434,"turner, joseph mallord william","two views of lyon from the north-west, with the pont du change and the hôtel dieu",graphite on paper,1819
10148,"moore, henry, om, ch",head of girl,etching on paper,1981
4344,"fisher, roy",[no title],relief print on paper,1975
23683,"stothard, thomas","illustration to ‘clarissa’: three sketches, standing and stooping figures. verso: sketches",graphite on paper. verso: graphite on paper,
56358,"turner, joseph mallord william","the aiguille de varan, from st martin’s bridge",graphite on paper,1836
23486,"rowlandson, thomas",cows in a wood,"graphite, ink and watercolour on paper",
80119,"motherwell, robert",airless black,lithograph on paper,1983
46283,"turner, joseph mallord william",shipping at rotterdam,graphite on paper,1825
24835,"martin, charles",[title not known],graphite and ink on paper,
1754,"burne-jones, sir edward coley, bt",lovers in a garden,graphite and watercolour on paper,1863
15126,"turner, joseph mallord william","wycliffe, near rokeby",line engraving on paper,1823
99497,"meireles, cildo",insertions into ideological circuits 2: banknote project,ink on banknote,1970
5505,"goodwin, albert",shipwreck: sinbad the sailor storing his raft,oil paint on canvas,1887
607,"artschwager, richard",interior i,etching on paper,1977
64179,"turner, joseph mallord william",[title not known],graphite on paper,
5778,"hamilton, richard",treads (line),screenprint on polyester film,1972
83695,"schütte, thomas",[no title],etching on paper,2001
53770,"turner, joseph mallord william","?the bank of scotland headquarters, edinburgh",graphite on paper,1834
16104,"west, benjamin",sketch for ‘the ascension’,oil paint on canvas,1782
60373,"turner, joseph mallord william",mountains: valley of the aare,graphite on paper,1841
109626,"turner, bruce",pavlova,oil paint on canvas,1912
35700,"turner, joseph mallord william",a wooded landscape,graphite on paper,1807
3652,"davies, john",dogman,"polyester resin, fibreglass and steel",1972
55551,"turner, joseph mallord william",metz cathedral and bridge over the moselle,graphite on paper,1839
8474,"lear, edward",villa s. firenze,"ink, graphite and watercolour on paper",1861
35603,"turner, joseph mallord william",two studies for ‘the fall of the walls of jericho’ [turner],pen and ink on paper,1802
41159,"turner, joseph mallord william",inscription by turner: draft of a note concerning a property dispute,graphite on paper,1819
29303,"turner, joseph mallord william","the king’s theatre, haymarket, london: the interior seen from the gallery",graphite on paper,1796
11880,"piché, roland",holland park,screenprint on paper,1972
15981,"waterford, louisa anne, marchioness of",a funeral,drawing on paper,
46545,"turner, joseph mallord william",a bend of the river meuse,graphite on paper,1825
6993,"hunt, william holman",study for ‘the finding of the saviour in the temple’,graphite and chalk on paper,1856
3995,"downman, john",lady clarges,watercolour on paper,1790
6447,"hills, robert",a farm and study of a man,graphite and watercolour on paper,
8269,"lambert, james",landscape,oil paint on canvas,1769
14584,"turnbull, william",butt,painted steel,1966
59770,"turner, joseph mallord william",views beside river. johannesberg [turner],graphite on paper,1833
59746,"turner, joseph mallord william",buildings,graphite on paper,1833
20836,"guthrie, robin",sermon on the mount,oil paint on canvas,1922
64100,"turner, joseph mallord william",[inscription by turner],pen and ink on paper,1796
46588,"turner, joseph mallord william","view on river, at antwerp",graphite on paper,1825
20389,"trockel, rosemarie",[no title],etching on paper,1991
33102,"turner, joseph mallord william",above hastings,chalk and graphite on paper,1806
61856,"turner, joseph mallord william","lake, with mountains",graphite on paper,1830
22994,"hearne, thomas","the moat in kent, the seat of lord romney",graphite and watercolour on paper,
34830,"turner, joseph mallord william","inscription by turner: note on lorenzo sirigatti, from an unidentified source",pen and ink on paper,1809
126990,"barns-graham, wilhelmina",wind dance series no. iv,screenprint on paper,2003
25545,"barlow, francis",japan peacock; crane; toucan; parrat; teale; gambo goose; mallard; pellican of india; b: of paradice,engraving and etching on paper,
22966,"grimm, samuel hieronymous","cresswell crags, derbyshire",watercolour and ink on paper,1785
43876,"turner, joseph mallord william","st peter’s and monte soratte from the ?villa borghese, rome",graphite on paper,1819
25060,british (?) school,various figure studies,graphite and ink on paper. verso: graphite and ink on paper,1770
28340,"turner, joseph mallord william","estuary, with medieval ruin on far side of river: ?durham or northumberland coast, with colliers loading in foreground",graphite on paper,1797
4661,"frink, dame elisabeth",odysseus meets his son,lithograph on paper,1973
30370,"turner, joseph mallord william",part of the ruins of dunglass castle,graphite on paper,1801
48502,"turner, joseph mallord william",bay and rocky headland,graphite on paper,1828
89903,"moon, jeremy",drawing [‘67],graphite and pastel on paper,1967
7037,"inshaw, david",girl sitting in a garden,screenprint on paper,1975
26430,"barth, uta",[no title],lithograph on paper,1995
28942,"turner, joseph mallord william",carreg cennen castle seen from the north,graphite on paper,1798
11707,"phillips, esq tom",canto xiii: [no title],etching on paper,1981
58838,"turner, joseph mallord william",views of town,graphite on paper,1833
3395,"daniell, william","the island of staffa, from the east",aquatint on paper,1814
38842,"turner, joseph mallord william",ingleton and ingleborough from the west,graphite on paper,1816
3660,"davis, john scarlett",interior of amiens cathedral,oil paint on canvas,1841
30157,"turner, joseph mallord william",whitby: the abbey and cliffs from the east,graphite on paper,1801
40952,"turner, joseph mallord william",two sketches of a castle and one of a landscape,graphite on paper,1818
96229,"ferrari, león",[no title],digital print on paper,2001
55948,"turner, joseph mallord william",ruined tower on hill,graphite on paper,1839
26835,"redo, achill",the indian robe trick,"plastic lids, card, metal film spool, photograph on card, perspex and stainless steel screws on melanine fibreboard",1991
5056,"geddes, andrew",old woman with a ring (after jordaens),etching on paper,
6781,"house, gordon",arcs with a square,etching and aquatint on paper,1971
15500,"turner, joseph mallord william","ramsgate, engraved by thomas lupton",mezzotint on paper,1827
21294,"gabo, naum",construction in space: diagonal,"glass, metal and celluloid",1921
84780,"weiner, lawrence",spheres of influence,"gouache, graphite, ink and type on paper",1990
13356,"shapiro, shmuel",two lovers,lithograph on paper,1966
58749,"turner, joseph mallord william",venice,graphite on paper,1833
10739,"nicholson, winifred","window-sill, lugano",oil paint on board,1923
33447,"turner, joseph mallord william",verses (inscriptions by turner),graphite on paper,1807
7755,"jones, thomas",naples: buildings on a cliff top,oil paint on paper,1782
42403,"turner, joseph mallord william","part of a view of tivoli, with the so-called temple of vesta; and two sketches of the river aniene",graphite on paper,1819
974,"bicât, andré",berkshire downs,etching and aquatint on paper,1974
59878,"turner, joseph mallord william",st goar [turner],graphite on paper,1837
47860,"turner, joseph mallord william",[title not known],chalk and graphite on paper,1826
51224,"turner, joseph mallord william","figures, etc.",graphite on paper,1832
37953,"turner, joseph mallord william","vessel in a harbour, ?ramsgate",graphite on paper,1816
104372,"suh, do ho",who am we? (multi),4 digital prints on paper,2000
51812,"turner, joseph mallord william",bridge and buildings,graphite on paper,1832
43477,"turner, joseph mallord william","view of tivoli from the valley, with the cascatelli and the santuario di ercole vincitore",graphite on paper,1819
15479,"turner, joseph mallord william","kirkstall abbey, on the river aire, engraved by j. bromley",mezzotint on paper,1826
24569,"hamilton, william",[title not known],"graphite, ink and watercolour on paper",
34222,"turner, joseph mallord william",a ruined building among mountains,graphite on paper,1808
28082,"turner, joseph mallord william","cowes castle, isle of wight",graphite and watercolour on paper,1796
3180,"daniell, william",bonar bridge,copper plate,1814
11102,"paolozzi, sir eduardo",from genot to unimate: untitled (walking machine),etching on paper,1970
545,"appelbee, leonard",carp,lithograph on paper,1970
27086,"wearing, obe gillian",‘everything is connected in life...’,"photograph, colour, chromogenic print, on paper",1992
88197,"leach, bernard",standard ware cake plate,reduced stoneware,1950
59628,"turner, joseph mallord william",scene in venice,graphite on paper,1840
30416,"turner, joseph mallord william",dalmally: the bridge over the river orchy looking west,graphite on paper,1801
43603,"turner, joseph mallord william","sketches of fish from the market in the portico of octavia, rome",graphite on paper,1819
15273,"turner, joseph mallord william","beaumaris, isle of anglesea",line engraving on paper,1836
125289,"hamilton, richard",homage to seghers,gravure and aquatint on paper,1982
26446,"parker, cornelia",thirty pieces of silver,silver and copper wire,1988
50883,"turner, joseph mallord william",road over rocks,graphite on paper,1832
643,"auerbach, frank",to the studios,oil paint on canvas,1979
39945,"turner, joseph mallord william",[inscriptions by turner and others],graphite on paper,1817
15948,"warhol, andy",[no title],screenprint on paper,1967
50167,"turner, joseph mallord william","landscape, with water mill",graphite on paper,1830
49608,"turner, joseph mallord william",a man and cows beside a river or lake; chester and the river dee from near grosvenor bridge,graphite on paper,1831
57247,"turner, joseph mallord william",sketches of mountains; ?st georgen near stein,graphite on paper,1833
51641,"turner, joseph mallord william","bridges, etc.",graphite on paper,1832
67941,"tyson, ian",xi,screenprint on paper,1976
32385,"turner, joseph mallord william",sailing boats and a rowing boat,chalk on paper,1799
33315,"turner, joseph mallord william","riverbank, ?saxon church to the left and trees by a footbridge in front: ?sutton courtenay",graphite on paper,1805
14707,"turner, joseph mallord william","river wye, engraved by w. annis",etching and mezzotint on paper,1812
32873,"turner, joseph mallord william","study for ‘the battle of trafalgar, as seen from the mizen starboard shrouds of the victory’",graphite on paper,1805
45543,"turner, joseph mallord william",buildings on coast,graphite on paper,1824
59553,"turner, joseph mallord william",mountains,graphite on paper,1840
11511,"penny, edward",the gossiping blacksmith,oil paint on canvas,1769
53538,"turner, joseph mallord william",edinburgh castle from the south-west,graphite on paper,1834
5299,"gill, eric",prior of caldey,intaglio print on paper,1926
50351,"turner, joseph mallord william","morlaix, from the river",graphite on paper,1826
32168,"turner, joseph mallord william",a party of men picnicking: ?turner and his travelling companions,graphite on paper,1802
10407,"müller, william james","the avon, 7",watercolour on paper,1834
53531,"turner, joseph mallord william","rhymer’s glen, abbotsford",graphite on paper,1834
48773,"turner, joseph mallord william","sailing vessel, with genoa beyond",graphite on paper,1828
64411,"turner, joseph mallord william",views on the rhine,graphite on paper,1817
53724,"turner, joseph mallord william",hilly landscape,graphite on paper,1834
113754,"model, lisette","window reflections, fifth avenue, new york city","photograph, gelatin silver print on paper",1945
5225,"gill, eric",simon of cyrene helps jesus to carry the cross,wood engraving on paper,1917
25828,"cozens, alexander",5. table v. combination of the features of the spirited,etching on paper,
14018,"sutherland, graham, om","devastation, 1941: east end, burnt paper warehouse","gouache, pastel, graphite and ink on paper on card",1941
765,"bauchant, andré",greek dance in a landscape,oil paint on metal,1937
9927,"moore, henry, om, ch",mother and child with wave background ii,lithograph on paper,1976
3536,"daniell, william","mistley near harwich, essex",aquatint on paper,1814
7761,"joseph, peter",no. 55 green with dark blue surround,acrylic paint on canvas,1981
83628,"schütte, thomas",[no title],etching on paper,2001
12277,"raeburn, sir henry",mrs charles steuart,oil paint on canvas,1794
42180,"turner, joseph mallord william",a cow,graphite on paper,1819
56262,"turner, joseph mallord william","sunrise in mist, italian lake scene",gouache and watercolour on paper,1834
12814,"rossetti, dante gabriel",carlisle wall (the lovers),watercolour on paper,1853
27171,"parker, cornelia","from ‘margate’ exhibited 1808, jmw turner, n03876, tate collection",canvas tacking edges and ingrained dust,1998
57169,"turner, joseph mallord william",(1) ulm; (2) landscape with figures seated in the foreground,graphite on paper,1833
120514,"hirata, minoru","collective kumo’s street happening at the tenjin intersection of fukuoka, february 26,1970","photograph, gelatin silver print on paper",1970
2330,"clough, prunella",by the canal,oil paint on canvas,1976
420,"abrahams, ivor",baigneuses,lithograph on paper,1983
59484,"turner, joseph mallord william",city beside lake,graphite on paper,1840
3485,"daniell, william","dornoch, sutherlandshire",aquatint on paper,1814
36198,"turner, joseph mallord william",corfe castle: the castle from the north,graphite on paper,1811
33927,"turner, joseph mallord william",men-of-war at anchor,graphite on paper,1807
45623,"turner, joseph mallord william",two views of aldborough from the harbour,graphite on paper,1824
12393,"reynolds, sir joshua",sir abraham hume,oil paint on canvas,1783
48333,"turner, joseph mallord william","river, with mountains",graphite on paper,1828
45209,"turner, joseph mallord william",old london bridge,graphite on paper,1823
17299,"cox, stephen",untitled,dry pigment on paper,1977
14704,"turner, joseph mallord william",hedging and ditching,etching and engraving on paper,1812
27785,"turner, joseph mallord william",ely cathedral: the interior of the octagon,graphite on paper,1794
12273,"raeburn, sir henry",mrs h.w. lauzun,oil paint on canvas,1796
10313,"morris, sir cedric, bt",landscape of shame,oil paint on canvas,1960
90277,"orozco, gabriel",carambole with pendulum,"wooden billiard table, cue stand, cues, 3 balls and metal wire",1996
29068,"turner, joseph mallord william",shipping on a river with a ruined castle on a high wooded bank,graphite on paper,1798
3504,"daniell, william",aberdeen,aquatint on paper,1814
27124,"chapman, jake",bring me the head of,video,1995
42207,"turner, joseph mallord william",on the banks of the tiber,graphite on paper,1828
36720,"turner, joseph mallord william",?plymouth dock and the hamoaze,graphite on paper,1813
18932,"blake, william",a vision: the inspiration of the poet (elisha in the chamber on the wall),graphite and watercolour on paper,1819
16317,"winner, gerd",dockland iii,screenprint on paper,1972
115254,"koons, jeff",art magazine ads (flash art),lithograph on paper,1988
6234,"highmore, joseph",four full-length studies of a man opening a door,graphite and ink on paper,
44298,"turner, joseph mallord william",val d’ossola from the bridge at crevoladossola,graphite on paper,1819
21259,"cross, dorothy",virgin shroud,"cowhide, muslin, satin, wood, plaster and iron",1993
44979,"turner, joseph mallord william",royal squadron at leith,graphite on paper,1822
19714,"turner, joseph mallord william","torbay from brixham, engraved by w.b. cooke",engraving on paper,1821
45805,"turner, joseph mallord william","town on river - fovey [turner] (?ford, near mouth of arun)",graphite on paper,1824
67871,"piper, john",[no title],screenprint on paper,1978
63983,"turner, joseph mallord william",full-length study of the fighting gladiator,graphite on paper,1791
59455,"turner, joseph mallord william",the dogana from the steps of the hotel europa,"chalk, gouache and watercolour on paper",1833
43436,"turner, joseph mallord william","studies of boats and figures; and rain on the coast, ?in the bay of salerno",graphite on paper,1819
21340,"jensen, bill",lie-light,etching on paper,1989
59956,"turner, joseph mallord william",views on river. (?hammerstein),graphite on paper,1837
41074,"turner, joseph mallord william",craigmillar castle,graphite on paper,1818
29628,"turner, joseph mallord william",fonthill: a fallen tree beside a lake,graphite on paper,1799
63153,"turner, joseph mallord william",the rigi: last rays,watercolour on paper,1841
38315,"turner, joseph mallord william",fountains abbey from the west,graphite on paper,1816
13253,"scott, william",scalpay,lithograph on paper,1963
22317,"birch, samuel john lamorna",seascape,watercolour on paper,
53200,"turner, joseph mallord william",caerlaverock castle,graphite on paper,1831
41130,"turner, joseph mallord william",inscription by w.b. cooke: notes concerning projected rhine subjects,graphite on paper,1819
37182,"turner, joseph mallord william","lindley hall, lindley, near farnley",graphite on paper,1816
34603,"turner, joseph mallord william",notes on grammar (inscriptions by turner),pen and ink on paper,1808
45320,"turner, joseph mallord william",river pageant at london bridge,graphite on paper,1823
19199,"turnbull, william",figures and signs,monotype on printed paper,1953
59032,"turner, joseph mallord william",an interior,graphite on paper,1840
1883,"butler, reg",musée imaginaire,bronze and wood,1963
5961,"hennell, thomas","slipway, reykjavik harbour. august 12, 1943",watercolour on paper,1943
59087,"turner, joseph mallord william","view from s. giorgio maggiore. s. stephano [turner], s. maria della salute, etc.",graphite on paper,1840
9573,"minton, john",children by the sea,oil paint on canvas,1945
54923,"turner, joseph mallord william",fiery sunset off the coast,watercolour on paper,1841
39862,"turner, joseph mallord william",study of sky,watercolour on paper,1816
12799,"rossetti, dante gabriel",taurello’s first sight of fortune,ink on paper,1849
101071,"zaatari, akram","student of aisha om el mo’minin school for girls. school courtyard, saida, lebanon, 1948-49. hashem el madani","photograph, gelatin silver print on paper",2007
63630,"turner, joseph mallord william","a footbridge between rocks, over a river in the valley of chamonix",watercolour on paper,1797
14831,"turner, joseph mallord william","sketch for ‘east cowes castle, the regatta beating to windward’ no. 2",oil paint on canvas,1827
16216,"williams, terrick","quiet twilight, honfleur",oil paint on canvas,1922
7875,"keene, charles samuel",study for ‘sam bentley’s christmas’,ink on paper,1860
38297,"turner, joseph mallord william","ellenthorpe hall, near boroughbridge, looking down the river ure",graphite on paper,1816
116771,"linke, simon",remembering marcel 1987,oil paint on canvas,1988
114855,"araeen, rasheed",drawing for sculpture,graphite on paper,1965
39505,"turner, joseph mallord william",studies of plants including nettles and dandelions,graphite on paper,1808
40911,"turner, joseph mallord william",on the north side of the firth of forth,graphite on paper,1818
41952,"turner, joseph mallord william",town with river; distant range of hills; two sketches of st marino,graphite on paper,1819
43034,"turner, joseph mallord william","part of a view of the waterfront of santa lucia, naples, with the castel dell’ovo",graphite on paper,1819
3720,"de loutherbourg, philip james",travellers attacked by banditti,oil paint on canvas,1781
88821,"caulfield, patrick",wall plate: stucco,screenprint on paper,1997
47021,"turner, joseph mallord william",givet and fort charlemont,graphite on paper,1824
11479,"pasternak, leonid",boris pasternak writing,chalk on paper,1919
47569,"turner, joseph mallord william",castle on rock,watercolour on paper,1826
15790,"walker, dame ethel","two figures, study for ‘the excursion of nausicaa’","watercolour, graphite and gouache on paper",1919
59225,"turner, joseph mallord william","the dolomites seen from the lagoon; and a distant view of the church of madonna dell’orto from the fondamente nuove, with the island of san michele",graphite on paper,1833
448,"adams, robert",large screen form no. 2,bronzed steel,1962
32101,"turner, joseph mallord william",?lake thun,graphite on paper,1802
42464,"turner, joseph mallord william","notes on st peter’s, rome",graphite on paper,1819
33836,"turner, joseph mallord william",large vessels,graphite on paper,1805
80698,"stella, frank",feneralia,"screenprint, lithograph, etching, aquatint, relief and collagraph on paper",1995
25846,british (?) school,[title not known],etching on paper,
38914,"turner, joseph mallord william",richmond from the west,graphite on paper,1816
62510,"turner, joseph mallord william",folkestone,graphite and watercolour on paper,1845
45223,"turner, joseph mallord william","old london bridge, from southwark side",graphite on paper,1823
44857,"turner, joseph mallord william",the medway at castle upnor,graphite on paper,1820
12896,"rothenstein, michael",[title not known],screenprint on paper,1976
831,"beaumont, sir george howland, bt",landscape,oil paint on paper,1795
62738,"turner, joseph mallord william",cliffs and harbour,graphite on paper,1845
941,"berman, eugène",the jug on the window,oil paint on canvas,1934
47070,"turner, joseph mallord william",sketches drawn from a moving carriage,graphite on paper,1824
32104,"turner, joseph mallord william",?lake thun,graphite on paper,1802
80945,"walker, john",[no title],etching and aquatint on paper,1998
60105,"turner, joseph mallord william",castle among mountains,graphite on paper,1841
11906,"pinkney, richard",[title not known],screenprint on paper,1971
37295,"turner, joseph mallord william",a tall tree,graphite on paper,1813
8016,"kitaj, r.b.",(3) four in america,screenprint on paper,1969
2628,"constable, john",study of a girl in a cloak and bonnet,oil paint on board,1810
95857,"celmins, vija",web #1,charcoal on paper,1999
40719,"turner, joseph mallord william",rock,graphite on paper,1818
27081,"wearing, obe gillian",theresa and ali,"2 photographs, colour, chromogenic print, on paper",1998
43539,"turner, joseph mallord william","ponte molle, rome",graphite on paper,1819
115480,"mikhailov, boris",at dusk,"photograph, gelatin silver print on paper with watercolour",1993
57613,"turner, joseph mallord william",prague: view across the charles bridge to the petrin hill and hradcany (in three installments),graphite on paper,1835
1279,"bone, sir muirhead",from the bridge of a battleship,graphite on paper,1917
91389,"webb, boyd",untitled,"photograph, colour, on paper",1988
21288,"johns, jasper",ventriloquist,lithograph on paper,1985
12438,"richards, ceri",arrangement for a piano,lithograph on paper,1949
80719,"stella, frank",imola three i,relief and engraving on paper,1982
22178,"doig, peter",concrete cabin,etching and aquatint on paper,1996
4769,"gabo, naum",[no title],monoprint from wood engraving on paper,1950
28369,"turner, joseph mallord william",bamburgh castle from the beach to the north,graphite on paper,1797
29761,"turner, joseph mallord william","christ church, oxford, with tom tower, from the river",graphite on paper,1797
9755,"moore, henry, om, ch",wreck,intaglio print on paper,1970
63629,"turner, joseph mallord william","view in cumberland, looking over hills towards the irish sea and the isle of man",watercolour on paper,1795
97435,"warhol, andy",instruments with hands,ink and dye on paper on board,1957
23384,"pocock, nicholas",nearer the quarries at shillidear,graphite and watercolour on paper,
1098,"blake, william",plutus,"graphite, ink and watercolour on paper",1824
34601,"turner, joseph mallord william",notes on grammar (inscriptions by turner),pen and ink on paper,1808
49187,"turner, joseph mallord william","(a) montefiascone, with detail of the cathedral lantern; (b) montefiascone and lake bolsena",graphite on paper,1828
36602,"turner, joseph mallord william",mount edgcumbe from plymouth hoe,graphite on paper,1813
40434,"turner, joseph mallord william","a float of timber [turner], and figures in a cart",graphite on paper,1817
37007,"turner, joseph mallord william",carthamartha and the river tamar,graphite on paper,1814
15448,"turner, joseph mallord william","rolandseck, engraved by edward goodall",line engraving on paper,1837
29025,"turner, joseph mallord william",studies of gothic architectural details (?at lacock abbey),graphite on paper,1798
16939,"newman, barnett",[eighteen cantos: title page],lithograph on paper,1963
24645,"cristall, joshua",[title not known],graphite on paper,1803
48161,"turner, joseph mallord william",study for ‘dido directing the equipment of the fleet’,chalk and pen and ink on paper,1827
12831,"roth, dieter",quartet,intaglio print on paper,1971
59237,"turner, joseph mallord william","the harbour of san giorgio maggiore, looking east; and the island of san giorgio maggiore from the north",graphite on paper,1833
41750,"turner, joseph mallord william","boats on the grand canal, with the rialto bridge beyond",graphite on paper,1819
81049,"law, bob",double cross,etching on paper,2000
53360,"turner, joseph mallord william",roxburgh castle from springwood park,graphite on paper,1831
1305,"bonington, richard parkes",a scene on the french coast,watercolour and graphite on paper,1825
83730,"schütte, thomas",[no title],etching on paper,2001
55277,"turner, joseph mallord william",[inscriptions by turner],graphite and ink on paper,1834
52653,"turner, joseph mallord william",study for ‘linlithgow palace’,watercolour and graphite on paper,1821
92157,"shrigley, david",untitled,ink on paper,2004
113379,"henderson, nigel",collage for ‘patio and pavilion’ (the growth of plant forms),printed and painted paper on wood,1956
4016,"dubuffet, jean",peopling of the lands,lithograph on paper,1953
9211,"mancini, antonio",portrait of the artist’s father,oil paint on canvas,1903
10082,"moore, henry, om, ch",figures with sky background i,lithograph on paper,1981
28722,"turner, joseph mallord william","powis castle, welshpool, seen from the south west",graphite on paper,1798
24848,"martin, charles",[title not known],graphite and ink on paper,
30387,"turner, joseph mallord william",benlowman from luss [turner],graphite on paper,1801
43399,"turner, joseph mallord william",part of a view of the bay of pozzuoli with the plain of bagnoli and a distant view of pozzuoli,graphite on paper,1819
59313,"turner, joseph mallord william",on the grand canal. ?pal. ceni [turner],graphite on paper,1833
711,"banting, john",abstract,linocut on paper,1935
26269,"moffatt, tracey",[no title],lithograph on paper,1997
64636,"turner, joseph mallord william",view of sesto calende and a study of a woman; and inscriptions by turner,graphite on paper,1819
62019,"turner, joseph mallord william","ducal palace and salute, venice",graphite and watercolour on paper,1830
53573,"turner, joseph mallord william","lighthouse on the coast, seen from the sea",graphite on paper,1834
10768,"nolan, sir sidney",5,lithograph on paper,1961
62266,"turner, joseph mallord william",baden from the north,"graphite, watercolour and pen on paper",1844
25441,"flaxman, john",the fiery sepulchres,etching on paper,1807
