id,artist,title,medium,year
24001,"wilson, richard",torre delle grotte,"graphite, chalk and watercolour on paper",
23476,"rowlandson, thomas",sir joseph banks about to eat an alligator (‘the fish supper’),ink and watercolour on paper,1788
58811,"turner, joseph mallord william",mountains and buildings,graphite on paper,1833
105692,"beuys, joseph",joseph beuys at piero cavellini,print on paper,1980
12839,"roth, dieter",self-portrait as jealous tiger,screenprint on paper,1973
11482,"patrick, j. mcintosh",winter in angus,oil paint on canvas,1935
1206,"blow, sandra",untitled,screenprint on paper,1975
99491,"meireles, cildo",insertions into ideological circuits 2: banknote project,ink on banknote,1970
58216,"turner, joseph mallord william","six landscape sketches in saxon switzerland, (1)-(3) showing lilienstein in the distance",graphite on paper,1835
14453,"trevelyan, julian",bulldozer,intaglio print on paper,1973
35091,"turner, joseph mallord william",group of distant houses,graphite on paper,1809
82936,"havekost, eberhard",ghost 1,oil paint on canvas,2004
69870,"jones, george",[title not known],ink and graphite on paper,
63467,"de loutherbourg, philip james",hillsides and buildings near the fforest copper works,pen and ink and graphite on paper,1786
11720,"phillips, esq tom",canto v: [no title],screenprint on paper,1981
10005,"moore, henry, om, ch",reclining figure 7,etching on paper,1977
52621,"turner, joseph mallord william",?buckingham palace,watercolour on paper,1828
63624,"turner, joseph mallord william",an italian town on a hill above a river,graphite and watercolour on paper,1796
43029,"turner, joseph mallord william","a ship in the harbour, naples, with the mole lighthouse and the castel dell’ovo",graphite on paper,1819
62555,"turner, joseph mallord william",boulogne from the south,"gouache, graphite and watercolour on paper",1845
26838,"hirst, damien",omelette,screenprint on paper,1999
4739,"fry, roger",river with poplars,oil paint on wood,1912
97013,"ferrari, león",paths,blueprint on paper,1982
57146,"turner, joseph mallord william",landscape,graphite on paper,1833
65101,"turner, joseph mallord william",two groups of figures,graphite on paper,1822
42371,"turner, joseph mallord william","the santuario di ercole vincitore, tivoli, seen from the valley",graphite on paper,1819
46079,"turner, joseph mallord william","the seat of william moffatt, esq., mortlake",watercolour on paper,1825
28424,"turner, joseph mallord william","durham cathedral: crossing from the south transept, with the nave (left) and north transept (right)",graphite on paper,1797
8265,"lamb, lynton",winter landscape,lithograph on paper,1962
20242,"hodgkin, howard",palm and window,etching with hand colouring on paper,1990
16420,wols,[no title],etching and drypoint on paper,1937
20168,"lanyon, peter",headland,oil paint on canvas,1948
47941,"turner, joseph mallord william",[title not known],graphite on paper,1827
66893,"nauman, bruce",life fly lifes flies,etching on paper,1997
60594,"turner, joseph mallord william","church, with figures; a hut, and view of mountains. bay of uri [turner] (near brunnen)",graphite on paper,1841
57997,"turner, joseph mallord william",sketches,graphite on paper,1835
9904,"moore, henry, om, ch",three reclining figures,lithograph on paper,1975
14836,"turner, joseph mallord william",shipping off east cowes headland,oil paint on canvas,1827
62255,"turner, joseph mallord william",a stretch of water,watercolour on paper,1844
58656,"turner, joseph mallord william",vienna: three views of the karlskirche (one looking westwards),graphite on paper,1833
9375,"matschinsky-denninghof, brigitte",untitled a,lithograph on paper,1964
15559,"turner, joseph mallord william",calais,line engraving on paper,1834
13511,"smith, jack",sounds and silences (to the left of red),oil paint on board,1975
40063,"turner, joseph mallord william","study of sky above the sea, with a boat in the foreground",graphite on paper,1817
28624,"turner, joseph mallord william",copy after richard wilson: ‘the convent on the rock’,"gouache, graphite and watercolour on paper",1796
1473,"breakwell, ian",keep things as they are: in the same vein,"paper, charcoal, wax crayon, emulsion paint, oil paint, oil pastel, gouache and ink on paper",1981
46390,"turner, joseph mallord william",scene on the amstel [turner],graphite on paper,1825
12664,"roberts, william",the cinema,oil paint on canvas,1920
61281,"turner, joseph mallord william",castle and other buildings,chalk and graphite on paper,1830
37364,"turner, joseph mallord william",a study for ‘apullia in search of appullus’,graphite on paper,1813
15204,"turner, joseph mallord william",lancaster sands,etching on paper,1828
3863,"de wint, peter",harvesting,oil paint on canvas,
63226,"turner, joseph mallord william",the mosel bridge at coblenz: sample study,watercolour on paper,1841
83179,"kippenberger, martin",how do i manage in wartime with a broken leg and futurism,screenprint on paper,1985
23114,lambert,lime kiln near frome,"graphite, watercolour and ink on paper",
25714,british (?) school,miss harriet parrot,mezzotint and gouache on paper,1772
105971,"beuys, joseph",fronleichnam ‘87. kassel,print on paper,1987
61559,"turner, joseph mallord william","views of a town, with mountains",graphite on paper,1830
5894,"hayes, edwin","sunset at sea: from harlyn bay, cornwall",oil paint on canvas,1894
5219,"gill, eric","initial s with church, chalice & host with û & a, gravestone with angel, semi-circular device, and circular device",wood engraving on paper,1916
17098,"westall, william","netley abbey, hampshire",intaglio print on paper,1816
9443,"meninsky, bernard",head of a girl,graphite on paper,1944
15415,"turner, joseph mallord william","fontainbleau, engraved by william miller",line engraving on paper,1835
57294,"turner, joseph mallord william","(1) grein and greinburg castle, looking downstream; krampelstein castle: (2) looking downstream; (3) looking upstream",graphite on paper,1840
15630,"tyson, ian",no. xiii,screenprint on paper,1969
47912,"turner, joseph mallord william","windsor castle, from the river",graphite on paper,1827
13377,"siberechts, jan","landscape with rainbow, henley-on-thames",oil paint on canvas,1690
7133,"john, augustus, om",joseph hone,oil paint on canvas,1932
2261,"clarke hall, lady edna",catherine earnshaw and heathcliffe at wuthering heights,ink on paper,1910
69704,"jones, george",[title not known],graphite on paper. verso: graphite on paper,
33221,"turner, joseph mallord william",study for ‘the thames near windsor’,pen and ink on paper,1805
51810,"turner, joseph mallord william","paris, from the barrière de passy",graphite on paper,1832
59964,"turner, joseph mallord william","castle on rock, etc.",graphite on paper,1837
44452,"turner, joseph mallord william",lecture diagram 72: an ionic capital (after thomas malton senior),graphite and watercolour on paper,1810
42055,"turner, joseph mallord william",macerata,graphite on paper,1819
1100,"blake, william",the simoniac pope,ink and watercolour on paper,1824
5729,"guston, philip",room,lithograph on paper,1980
7307,"jones, george",[title not known],ink on paper,
53762,"turner, joseph mallord william","st anthony’s chapel, edinburgh; and buildings, ?edinburgh",graphite on paper,1834
2414,"cohen, harold",richard h,screenprint on paper,1967
32341,"turner, joseph mallord william","study of the head and shoulders of a figure looking down, perhaps for the virgin in a ‘holy family’",chalk on paper,1799
59386,"turner, joseph mallord william","venice: on the grand canal, near the rialto bridge, looking towards the palazzo grimani","gouache, graphite and watercolour on paper",1840
19897,"turner, joseph mallord william","st anne’s hill (ii), engraved by e. goodall",engraving on paper,1834
16526,"zoffany, johan",the bradshaw family,oil paint on canvas,1769
60371,"turner, joseph mallord william",mountains: valley of the aare,graphite on paper,1841
61459,"turner, joseph mallord william","lake, with mountains",chalk and graphite on paper,1830
28484,"turner, joseph mallord william","york: st mary’s abbey, west portal",graphite on paper,1797
38002,"turner, joseph mallord william",figures on a river bank,graphite on paper,1815
5437,"gonzález, joan",the chinchilla collar,pastel on paper,1908
16205,"willats, stephen","organic exercise no. 3, series no. 2 (tower block drawing)",ink on paper,1962
40343,"turner, joseph mallord william","schloss stolzenfels, niederlahnstein and oberlahnstein, looking downstream from the west bank at rhens with the scharfenturm in the centre",graphite on paper,1817
1315,"bonnard, pierre",nude bending down,oil paint on canvas,1923
15217,"turner, joseph mallord william","stonehenge, wiltshire",line engraving on paper,1829
6493,"hitchens, ivon",arno no. 5,oil paint on canvas,1965
62323,"turner, joseph mallord william",hills,graphite on paper,1844
4700,"frost, sir terry",red and black on grey,screenprint on paper,1968
52751,"turner, joseph mallord william",ships at sea,watercolour on paper,1820
40485,"turner, joseph mallord william",two windmills,graphite on paper,1817
28897,"turner, joseph mallord william",chepstow castle from the river wye,graphite on paper,1798
48909,"turner, joseph mallord william","leghorn, from the harbour",graphite on paper,1828
16611,"short, sir frank",water mill,etching on paper,1885
105933,"beuys, joseph",humboldt. inter nationes bonn,print on paper,1992
57168,"turner, joseph mallord william",stuttgart from the east,graphite on paper,1833
81171,"dzama, marcel",untitled,ink and watercolour on paper,2002
15220,"turner, joseph mallord william","devonport and dockyard, devonshire",etching on paper,1830
23906,"varley, john",an ancient castle. sketching society subject,graphite and watercolour on paper,1807
66635,"parker, cornelia",the spider that died in the tower of london,digital print on paper,2000
25289,british (?) school,[title not known],etching on paper,
118532,"bell, trevor",place,acrylic paint on paper,1989
11740,"phillips, esq tom",canto x: [no title],lithograph on paper,1982
69775,"jones, george",[title not known],ink and watercolour on paper,
48991,"turner, joseph mallord william",at orvieto,graphite on paper,1828
48849,"turner, joseph mallord william",on coast,graphite on paper,1828
93184,"woodman, francesca",untitled,"photograph, gelatine silver print on paper",1975
